Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
66785.2463908901,6.0265133618,7.6089196599,4.37,33871.8331290469,1480441.53360472
71158.0581901071,5.0516712178,6.3647052935,3.45,30221.3273660379,1016871.41491422
69361.5577219643,5.1121689134,5.762404548,3.37,30184.8800074065,682632.804855902
64494.6389082974,6.0628086478,6.2217372379,4.49,17476.8319556025,685775.598028989
60798.2030997399,5.0146848413,7.1412822771,3.4,43682.0942306295,939139.029338964
81054.5095216008,7.6098187958,5.5361747838,3.24,45684.3415320268,1730103.13313233
69113.2539107924,5.9479901652,5.4559298704,4.46,48474.5069473767,1296432.78464476
79458.5951618124,6.4610929394,6.8801014983,3.36,46292.3846376791,1825071.45225254
66866.4966013808,6.4714316533,7.3273631696,5.09,32428.4774952017,1126085.13897488
61117.304310247,4.8123814671,6.8645297135,4.36,32508.4638738971,729989.349928175
73056.5261141407,5.5714780461,6.0863024863,4.21,45565.9005642931,1183272.51080709
76911.5155230099,6.4309384038,5.939219179,3.35,27891.0007343282,1128842.20902835
65014.7073392422,5.3840354999,6.5390102413,4.21,23416.6594543498,1009831.13477698
76717.0973649983,5.5776253035,7.1971951385,3.11,22276.373066764,1005392.41858925
63330.5065235095,5.7238890309,7.9682443754,4.15,20383.5743352462,983534.15000672
57996.6674056281,6.459257932,8.6102166713,4.13,45786.8612637875,1626893.54722418
74264.4174785104,5.5568554772,7.1436962323,3.31,47367.0722595961,1379671.07478299
60243.7332906728,6.6816489511,8.2316691314,3.16,33350.1212705702,1299327.43310926
77978.5900365327,5.0098255016,6.6883903292,4.44,39730.6830928068,1162191.79102908
73458.7265899704,6.4627082464,4.9583768174,2.4,31514.4243235872,1056562.5951428
73907.4790469933,5.4784973918,7.5094847204,6.36,37171.0113564021,1295099.43677713
51628.0145585102,5.1058858818,8.6969370603,4.22,32713.0994978924,817938.777410864
96397.5826841906,4.4512241618,6.2001181228,2.4,22681.929476031,1053966.42543393
68144.4360040593,7.2011610311,7.3117441895,5.33,33488.9064178292,1427890.04649172
58547.8869645176,6.8653134332,7.3562402179,6.05,40083.8015680872,1226440.24710624
78054.1455162177,6.9292772621,5.4214757591,2.45,16143.6649663165,975921.863359677
77453.4797878802,5.9098178632,7.6401857775,3.02,53100.2786738855,1664147.63907044
75728.6985937963,7.1039875344,4.3846287129,2.36,46231.0264479316,1517922.27157713
61081.3508553529,5.7373942079,7.8076341871,3.15,25627.5462799568,1132662.21539227
72120.3534683651,4.9939380002,7.7885797267,5.04,49375.9252869614,1447671.67468216
76452.8073788203,6.2344924023,7.160787976,3.5,24441.9663739876,1220591.00604205
53056.9210412183,5.1802435704,9.536238616,6.49,35762.8706153887,1186662.51422549
63081.1021043838,5.6714664837,7.5420758126,5.35,41562.4109403547,1244789.02200199
66915.8858813292,4.5248542947,7.1893481105,4.48,26897.1347600587,966576.020188316
70224.582134334,6.0345640709,7.5738879661,6.45,43719.4795646013,1707494.92179398
56610.6425630414,4.8468324927,7.5581374834,3.29,25494.7402976329,729641.740874431
73679.165639028,7.5154870931,5.9094519277,2.27,19414.3371501818,1235144.09637726
57115.483680024,8.4287123384,6.3225713791,3.06,31202.099730857,1278618.62031414
63270.3517483181,4.4380526185,6.6179868739,2.5,48531.7949119848,1084011.70446899
68728.227064727,6.4805322746,8.1546917226,5.01,46415.3587277638,1786085.750543
57630.3736411385,5.9135574895,6.5388024666,3.26,38748.50420217,1096938.42790984
80949.3555766947,5.5120444903,7.1553683397,4.21,40034.4195487039,1606602.68352795
60587.0253190698,6.7014183776,7.4603960685,3.19,35683.6724990134,1346969.10275737
42258.7745410485,5.7449944937,7.5524819386,6.29,49215.6634221497,852703.26367575
78757.68198237,7.0061573654,5.943870379,4.18,20453.2951884977,1084763.02966111
47594.4482396303,6.6820237902,8.5967748997,4.17,41311.0676171027,1133814.07796292
54465.7473655344,5.7541716333,6.3758734634,3.18,7234.9635207423,395523.2460835
52399.747787847,5.1770887198,8.6966222551,5.04,18116.6181838392,827268.227409934
68944.997712069,7.311620652,9.2290635533,6.38,56617.1432840166,2119176.26193328
73345.6731870336,5.3083154381,7.8797343002,6.44,46245.4155669247,1629573.88592785
73789.3961286542,4.357430326,7.7621625848,6.39,40939.7670654892,1082370.17118962
66047.0535345068,3.8624169228,7.9559345846,5.05,26534.6979018744,642809.966743474
75908.670497137,4.0015157656,7.0511077303,5.17,35040.3311993517,1036277.0624633
84657.623643127,8.1251417939,7.4567790042,5.17,37068.4867572916,1921028.56988553
68074.4279666732,4.8408947862,7.0744343373,4.41,32060.7090065455,1076032.55352461
49869.479742918,6.6669153486,7.9604439892,4.48,36325.6787679939,892039.403452266
60300.6653007394,5.9278214557,6.6374647252,4.41,34195.5750568663,992566.623264688
75245.465435631,8.1678203501,7.4200995482,3.42,37410.6699282623,1562887.22451996
76076.1062977234,5.7717043913,7.8319322146,3.3,45327.5755129964,1567859.07278121
81464.8649409243,5.5626791781,7.7174218829,6.28,45712.2519377487,1593331.70871016
57094.7814871944,6.8930435775,7.1187912723,5.19,30878.9992720847,1079408.59498223
74692.8951399705,7.6249686332,7.8409058437,3.23,58221.9769865204,2001910.21599521
75916.3039982835,5.4625204463,7.298367388,4.14,52072.3567614702,1686562.16857339
47129.0981499794,6.0220501344,7.0356958484,4.21,34721.1628078736,779962.101021505
62317.0873532178,4.3334891838,5.5752763734,4.18,36075.8057942276,685355.416806434
57576.0539515579,4.2426031578,6.5145802648,3.4,28653.5947072676,634218.44082844
77481.7083472585,5.6882429833,6.4638081803,2.24,30735.5955409333,1153680.146028
75408.3586209423,5.0356594595,7.7001895619,4.02,33003.2598469885,1235226.47783271
73739.8475445503,4.689008912,8.2445234759,4.16,38988.127974933,1423125.54126977
69327.7024593916,7.533655941,6.9041563509,4.34,31948.9365936462,1550181.07452172
96550.9988832457,8.2038787966,5.2663067895,3.22,25707.0765799055,1740719.10656986
84487.832303552,5.8355548038,5.622522052,4.29,41764.6631997103,1685967.64821564
53338.989167718,4.4899911977,8.1727307027,6.41,45234.8183496611,858088.718786957
78747.6955730022,6.4885033889,7.6169668401,5.28,48614.3324520808,1785374.29206076
73477.9764208763,4.7052054649,6.2379906233,3.44,46610.6153315757,1113782.46786715
81159.7939986621,4.6003680935,6.0007693266,4.49,40861.615420244,1182887.99732135
73294.4614650769,5.7030930857,5.7344205557,4,32253.0180182558,1151128.91546005
60946.5911163093,7.2103249979,6.9295525751,2.17,39660.6712978058,1420070.02039984
53793.176476815,6.461260651,6.8008946633,2.3,43458.0017739392,1047280.11187094
65480.3066005481,5.5810426234,6.6907286204,2.24,35056.7510173281,860804.446047329
66987.5103672162,7.872006373,5.9791652213,2.34,26672.0777750998,1314635.68969845
66626.5396448812,4.6239097642,6.3353031018,3.39,20257.7903629577,518831.470632777
63445.8643627519,6.9435291399,7.8527596879,5.49,46462.3134782772,1510883.77735139
50935.9592309389,6.6067751016,7.3266655545,6.14,44128.2009614659,988123.755340017
74085.9207994486,6.2634887975,7.5741026062,4.22,49674.4334012072,1490904.56251066
64410.6799888802,6.6677657152,6.1379545073,2.31,47477.0052117375,1306349.9922859
66710.0243044197,7.4169076626,7.1987156947,6.15,34238.4927003345,1628490.7929731
43940.8713636473,7.2439330021,6.6579645048,2.23,23999.0785745135,547918.326378185
69313.969716979,4.645259484,6.734006879,3.29,30418.6818899274,946821.336945867
66398.4035973471,5.4634654967,8.812317269,5.48,25841.5294104182,1074369.77671782
67136.0754986823,6.2184866762,8.4088890117,5.17,31846.2533591585,1468752.65742698
66547.0164536245,5.8460952995,6.8472981099,4.13,27850.822901482,1094879.77349138
72472.3667357878,5.8018786136,5.3749616224,2.45,19745.4927889164,754960.552840505
82958.0197388944,5.2259695503,6.828231898,4.15,43015.0927376821,1578760.80839776
88968.5217322151,4.9083295261,7.0140975607,3.01,34751.7369527428,1433006.64542144
83417.2441163472,6.6584349779,6.2946272875,4.09,34922.2537244758,1794014.29785499
68613.0093343168,6.9796096639,7.415320234,3.49,31936.442353739,1373022.24441616
68527.3354994118,4.2129473731,6.243116027,2.07,38852.6804589745,961311.729173775
78818.7148515407,6.3406368597,8.672263971,3.01,20631.2978123372,1398466.62782412
76948.45079536,6.4478743446,8.6808246847,3.01,33189.8003120984,1676172.30485552
56315.3515750161,5.0649753338,8.7082394461,3.46,40985.4771960678,899466.574924012
84898.796490549,6.8533102274,5.0558578609,4.16,46066.868846838,1658695.14128309
54094.8519401195,5.9773825032,7.5012750777,6.03,29371.0337140488,785460.697666195
68661.2474636284,5.0011631552,6.3826683514,2.08,25431.3978059167,895441.022143891
87062.4574095543,6.6984416417,6.9453530879,2.31,15007.7728641373,1442674.18455225
82093.5591102357,4.988320965,6.7800715878,2.43,30644.2358948153,1324022.02462432
58521.8962841428,4.7505357365,6.8541746206,3.46,44423.4986851153,671671.714490388
71117.405948473,4.7092944205,5.9592722683,4.23,43998.0635059291,1065953.37600666
76888.2524641715,4.8312044028,5.8051932276,4.47,40974.1520486144,1124800.01225774
64608.2223077666,4.0570073998,6.3824720301,4.43,36947.259039665,697840.567477149
60555.0396323339,7.3297650594,8.0718887395,5.12,46257.1237864275,1646565.05362133
80980.2605730432,5.428227059,6.6787875732,3.38,37340.9829440334,1416648.29730638
69945.4617971012,5.5215015686,7.4433948883,5.21,25022.0988263625,1072891.08260679
56956.3441447411,6.4886094094,6.7770428143,3.16,57931.6732258579,1217320.7028266
59580.3316234131,5.4051415676,7.3121246597,4.03,38525.2392009526,1096173.16778533
75398.0768042056,5.9522152179,5.2885727903,4.42,42304.3177404458,1216307.1456612
79055.6521964399,6.947015823,7.5096793499,5.39,41724.9092764427,1621035.90271747
68113.3112401759,6.3066110206,7.2065425611,3.37,44316.3848235738,1445804.83165148
90201.4046425448,5.5380188483,6.0157877947,2.38,35220.8619403723,1417957.98318174
44206.2102122634,6.3583671034,7.3042542829,6.27,23033.5483325818,677277.596588513
82748.7513637088,5.5547569723,7.9990476426,3.04,20152.1696139001,1410814.98469241
78933.4959218746,6.8441641363,7.4163071518,3.15,28675.1904257337,1520371.00751546
55833.7019878949,7.3438763103,6.7328118285,3.28,37838.8663301386,1086716.79570865
73853.7037625543,6.189819348,7.8428748927,4.01,34823.6050308527,1647216.59366445
76956.4914488372,7.200016,6.4121978415,4.39,23867.325980276,1203623.84084199
72682.7579571568,6.544491927,8.5023432547,3.37,45348.5587491485,1715743.40913606
64188.5253980342,7.244880302,7.0898317723,6.3,34211.2969600078,1267714.14922672
83656.4893081539,7.5535689145,5.4571458491,3.5,42841.741622874,1564563.568069
53793.2805910039,4.5674504362,5.193259488,3.32,37683.7458230712,628870.345640628
89910.7516428981,6.2252792775,5.662139684,4.45,37517.8830448242,1534156.31108012
64105.6060123342,6.0992867142,5.2893272834,3.31,42938.1623313848,1041896.85105749
60075.8906134299,5.2849264974,7.604092129,6.21,30394.8870394018,950121.562106524
72331.6785355405,6.7333415966,6.6335987211,3.38,34718.0729250019,1377275.17877252
42969.6593926912,6.2955009952,7.8855073534,4.38,29594.0898634188,777733.613421843
48418.2523352334,5.8555307055,6.1101078411,4.04,41513.3994151908,702321.752321421
57880.6444098052,5.7963576784,7.272294414,6.02,20255.9802973354,846052.911198368
74992.1553322472,7.0343202825,7.7161003328,6.12,30885.2032149444,1390870.09547553
54203.3008248379,7.2983373072,6.2042868647,2.49,60388.3442475203,1394900.98458356
70632.6072227772,7.2940853026,7.1584494673,4.17,45919.2611588088,1779858.27425291
86051.087301,6.0485166243,6.1967035735,3.26,49475.6712060101,1754866.39547833
72630.0094041894,5.737895718,4.7110604306,3.03,45888.8742310653,1160397.82173002
61821.940438369,5.7386380341,8.0766745314,4.29,19123.4195435985,808373.703016121
70754.596884034,6.4853332313,8.1831838245,6.33,25442.3972810929,1277172.47577458
62840.1904739253,6.3893635286,6.0023048683,3.33,35658.6926799812,1026126.58382677
54259.4760522205,6.0643848053,5.4917461,4.31,26482.1606828334,469016.247807877
56060.9004317648,6.156145637,6.6695317062,4.26,42461.3154416023,962551.037140192
86401.8938122296,5.7441523613,5.8337997088,3.36,38799.4323195174,1385749.14134865
73466.7718336122,6.3416915233,7.6976658556,6.28,43108.0199902874,1605398.57199998
70817.3983121326,5.6417140522,7.7443456104,5.08,33597.4976464735,1196254.11806773
79661.1640926402,6.7393053734,7.503768529,6.23,44099.7489785803,1879797.71973934
61506.594774774,6.411061895,6.7010593853,3.13,53962.056327183,1271752.43195011
78114.4213336396,7.5700456631,8.4239781743,6,41831.0411173449,1876746.48662779
73779.093077671,4.8479190952,6.5025408311,2.46,40935.0624575249,1109586.41119452
78705.9098742282,5.1934686687,7.6090214364,6.21,40204.5204649923,1560270.48520998
83145.0857131452,7.1909755677,9.3099016219,6.17,7360.2951912636,1572814.86323339
63232.94006674,7.3506014241,7.262950102,4.24,33637.9554127614,1465223.50941289
71560.0198890067,5.685707175,5.7763431221,4.12,40311.2762578424,1049672.24860723
79310.3619767847,4.2474339987,7.5182043251,4.38,43982.188957253,1231157.25514744
56290.3212914761,5.7655997558,7.1120241071,3.21,27648.7233947835,854812.257955429
74526.4985245923,5.679689281,7.0021640624,5.48,32518.4844889212,1250494.73970569
61467.749625156,5.2705730668,7.3829019496,5.35,38816.1358205889,962183.802997496
73658.1167403505,6.099712046,7.9253874013,4.16,57646.3914966296,1864670.07406907
56743.577975079,5.2513420712,5.129120552,4.14,23889.1566335708,577104.814915664
63582.9760617273,4.7978563255,5.872524435,2.16,52070.8963757392,1016187.10365218
78358.9484496204,5.2581597451,8.102095935,6.19,40591.3252219059,1492965.73346575
82743.5093061949,6.5143821025,8.1374748618,5.3,41859.0724000088,1811265.52321561
61877.5490649008,5.5460287929,6.8018874646,3.25,28604.9436751465,1083745.37180877
59963.914040483,7.3692972248,6.4427419238,3.23,39170.308058726,1292979.36481196
58099.537119267,6.7582483332,9.1487988406,4.41,27063.0878088073,1155513.1752
75054.7534723393,6.282693303,6.4028439073,4.25,37179.3505738529,1294069.53250348
79163.7786217306,4.1126608501,6.9226183145,4.39,31514.4433847454,1159147.10911951
69442.4453873234,5.9670358947,5.5809799378,3.19,56984.1452472316,1469561.6746954
76181.2075226123,5.4793094257,5.3138018658,4.27,22850.0337578862,988746.420586732
56799.0740589045,4.8614287509,4.4991199744,4.23,52875.0649640871,774491.653288187
52511.6543462468,4.5798849391,6.561220474,3.3,24612.987243149,325195.942832421
86362.7833979997,5.8000307819,6.7693257846,4.47,34050.1299189216,1477595.99924808
74230.5179607262,6.4716620261,7.3640073684,5.09,19108.5348566728,1483808.33683067
80793.4209075752,4.3655968727,7.0604676505,4.41,25377.5617557638,867444.704868106
72618.5384619247,5.1605741165,7.6401272101,4.46,37345.9117229106,1420858.82358582
48662.299282522,6.3104932153,7.1956354706,6.46,29002.0960979991,680982.768822196
71277.2684292701,5.4118774149,6.2865794794,3.17,36325.7876180926,996996.355385566
80285.6812476344,5.7499361314,5.2119339757,3.03,48633.8294271562,1439028.52098902
62681.7980907737,7.3412540606,4.1252780895,3.01,17454.4552171274,796910.711181931
65673.7513636956,5.6898672444,7.3467897745,6.27,32367.4463751618,1166158.18468767
64426.8658942362,5.5040124927,8.9501790393,3.31,18214.3140499687,1055548.67577611
83801.8200625116,4.8881500258,8.7073795209,5.39,33184.5515813295,1642051.83170587
87638.1156526823,6.3470083729,6.9537705362,2.45,34109.2442561318,1734239.1383592
69179.700409019,5.4247736877,6.0834796697,3.25,36323.6944505808,1193519.5083806
77540.8941918078,3.0047168362,6.5308576672,2.02,21671.5141408259,555755.656794751
67612.4920343251,5.3528088259,7.4743526364,5.05,40272.3656451686,1244631.51935826
73180.6733709508,6.2418988063,9.1185886443,3.33,43144.7149275255,1768036.33407653
75786.3492438121,5.1743733348,5.9224085092,3.1,36352.3513303864,1047452.50808135
68294.3075274594,5.7068698861,6.4577923185,3.5,21770.6735591443,1038330.03895894
57684.526686412,6.4021334134,6.0532404079,2.16,31033.023111171,895600.423741341
71701.8418033878,5.8979543363,7.5170913886,6.11,27610.387634852,1352018.25350338
68259.1603395009,7.1440781662,8.0922153087,3.11,17861.3173129999,1128045.10478803
70972.2405088818,4.758437899,8.0504870871,4.3,45696.8747262989,1268570.80851876
71307.9029872248,5.3352145076,7.5082715848,3.42,27619.1630887975,1061517.70945388
87626.9434752677,6.5886134795,7.6088730413,3.15,36654.4634648386,1724733.02481748
66651.600298297,8.0426610571,7.1459049715,5.46,46165.7006264118,1660975.17147367
68600.0416047934,7.8920390988,8.0697022108,3.09,39091.2182336142,1797621.2204361
67846.0486558923,5.3797048513,6.1038633349,4.15,27442.0961575983,879511.196447479
63345.1873840982,7.5641396236,7.2820440287,3.13,41461.9469270524,1565151.54520208
66262.1925252374,6.2922942055,4.9236811523,4.23,45055.2400999024,1199128.40356446
73659.103452964,4.6620165265,5.0802151688,4.47,39575.3890853988,651787.970518006
60904.4507304533,4.0357766034,6.4769419941,2.45,33078.1499599049,586381.547325308
63543.588048641,6.4067342595,5.5670484679,3.45,44541.6460516745,1151741.15459096
67582.8441369066,5.6398917993,8.0137454035,3.04,41529.6954047153,1279051.66941566
54841.7645868193,5.2549166804,5.6636578597,2.15,31196.4780127855,585531.238099097
69657.3627906803,6.3523322506,5.3688043601,3.08,29973.0935647532,884227.209874942
66369.750981831,4.2689762298,7.3990664888,6.41,18683.5350550926,796666.122432184
68785.854736466,6.1500614643,9.507527474,4.11,40634.9490211048,1624842.12377978
61306.1181258809,8.4722798178,6.1816643336,2.05,37252.719999893,1559997.15107147
54850.7417727436,4.615917911,5.5481398162,3.2,38390.6714884558,615506.80108119
71795.8583290701,5.602506112,7.9972905653,6.45,49773.19509196,1533492.79655965
69676.5965146663,5.4770648752,5.8935437342,3.14,31727.3643832928,1239940.04216681
55815.5687238679,7.151591185,6.0029382152,2.35,42961.7641970531,1308465.24004301
71332.5530261133,6.2623552666,4.5651552979,4.04,49628.4147084325,1430813.41289062
61951.170435202,6.0651836712,7.4386333397,5.43,31521.2757099393,943404.239041259
57855.6913556536,5.1843825129,6.5683659282,4.06,40581.7593164142,938420.784561004
66706.0745341579,5.7117857223,7.8903670528,5.13,38981.0440285777,1206393.18149953
54890.1032973349,5.2898036666,5.5320919548,2.03,32642.0374372051,481391.643321967
61666.4994260851,6.089201695,8.1383695264,3.17,24865.9850528018,1144641.81945445
75435.4242464136,5.5892624645,6.8901461495,3.46,22637.4851363661,1028636.42287051
61682.9994820992,5.9734726028,6.2886114177,4.38,29674.0323646694,856931.528435322
68211.2895149218,7.9335835569,6.970127179,4.28,40808.9887836796,1742566.00604802
75282.4480122015,7.1490762223,7.4846083828,5.36,28385.5025318824,1617114.94397038
67143.7504540414,5.7956854181,7.8775337941,3.06,32715.6607385266,1364029.16836528
68974.102870444,7.8200946445,6.8079375537,3.13,31832.992620287,1702526.05634649
69845.2381867603,5.5917882542,7.7366060188,6.1,37014.0210385256,1375105.34592206
74475.5448068451,6.1919893417,7.8838404109,5.23,21149.0072483347,1174779.15776156
70219.6903702048,5.7072472423,7.6094993608,5.01,28553.8154830904,1126778.41430529
64455.7791023625,6.1524558712,7.4257957878,6.14,29066.2178056774,1095727.67258837
42940.1389392421,4.2380656018,7.8127246965,6.36,45709.1170903872,680418.724012269
66490.8332692614,6.5393615898,7.9511565369,5.46,33650.093836883,1506798.75490831
64261.8285570268,5.69552199,6.6128303392,2.22,41190.5463663941,1185935.64136597
85207.4250548493,7.0315013198,7.3453078706,5.31,40946.0708456347,2024121.46147324
76268.0927387016,6.3770428165,9.0020448792,6.1,25978.8952311585,1562842.63809466
69918.4418550426,6.931829954,8.3109864632,4.13,54346.752338162,1851065.49687777
51144.8509024324,4.1916217441,6.7018691308,3.03,18277.6013642631,287307.583688923
72583.2533377928,6.5218210373,5.7736188135,4.49,21768.3210455249,968280.518123823
58182.0608698036,6.0529098594,7.8719965029,5.29,17668.9519822224,880084.700447872
85952.4931572611,7.2058171676,7.0662542365,6.2,24222.4709108478,1685368.16422505
79801.7573419712,6.313971756,5.5197174379,2.39,33579.9132982052,1169547.52118279
67922.6048254093,7.3091918795,7.3709926835,3.2,35447.9212087733,1613814.87549154
46062.7542664558,7.8401081487,6.2153359574,2.45,28288.33249174,675919.681557083
83658.6609932972,6.1528292074,6.6908748676,4.47,42647.8696647052,1688642.67854484
58299.8260260314,5.0375628161,7.0026858688,4.03,31675.2675324342,868435.27500904
62342.8471835482,6.5060833033,4.6662595834,2.47,38010.3727387493,823941.922058669
44328.2562966742,5.6449517976,6.8138087551,2.06,20820.2413691089,601007.351160467
73470.9331619668,5.7225092828,6.169214911,3.47,32855.5056984798,1144901.26579313
64438.1091528418,6.0847928314,6.4649673358,4.43,40538.9612390412,1069827.80663915
54516.6319844347,7.1234112311,4.3219386644,2.32,51298.9503996959,944491.039555213
74182.5057747928,5.4324023967,7.2245515656,3.14,14659.994260598,790721.367789905
43800.291967765,7.3645219549,6.9907447463,2.17,34184.9658712033,809486.70992795
50703.152915801,6.0968131463,7.784817857,4.49,26324.2078653581,743393.347341426
81721.605824645,4.395841022,5.8559012095,4.44,40454.8189453251,1130293.59670348
74455.4420276164,6.7183281813,6.9863950201,4.5,62449.9738477063,1867050.53612898
61634.0357994755,5.7482547765,6.8677928077,3.49,46857.4702658025,1043548.60910841
47634.1921758756,4.0057310835,6.7841310986,3.25,51505.7116761941,646198.224523062
81093.2314985121,6.603548759,6.5649809617,2.4,38473.1277330377,1656401.83715277
50571.4064683828,6.9252756823,7.9464930407,6.12,40913.3048295618,1214563.15021878
69799.5498819993,3.6348974232,6.641108664,4.46,17217.2168160553,578396.221470279
80955.092336067,6.728471835,6.5113895109,3.28,29431.8068655606,1344651.57387119
99317.8231454004,5.4958609911,7.1827214399,6.03,50350.3522915757,2219724.16179302
53510.2443460843,6.0331234391,5.6157980503,2.45,22977.9153850924,565680.552807154
77755.5397025914,5.7185404337,6.8917896988,4.36,22239.2839794071,1091928.61553074
67726.1929175895,5.8414670631,8.4164135473,6.37,37158.7383733854,1229702.94836407
46135.2478632822,5.6563434861,7.3034749974,3.47,39232.2249137469,615144.898641351
77089.6536623988,6.1228162003,6.2655924755,4.38,46740.8867177092,1469237.20519252
88850.4760205459,4.7835672138,6.1591829596,2.38,26565.334333758,1205212.29198472
61828.0325607126,7.1292864545,7.035450746,6.24,43068.2288060752,1377430.07217033
70553.463673198,5.5775700444,5.9385423349,4.38,43538.2959699326,1037382.57710349
65220.104515055,6.8652649074,7.4556606432,4,22585.2361960497,1073857.06875908
77932.566395061,5.9425521334,7.1233068868,3.41,29085.1357888895,1448081.25117198
54341.15380187,3.7539068335,7.1571198455,4.19,30542.2122525606,437436.138203199
70850.3999198379,7.3067851239,4.2096204251,2.14,33845.6469496064,952912.201246123
68482.9103624183,4.9498451638,7.5366909588,4.26,37366.8598042486,1123991.97728077
67006.3622043569,5.7063892905,9.2955312069,6.38,34653.7981020665,1440897.41242886
81941.2229599567,5.8880051582,7.3810766913,6.16,41766.8575564079,1648201.72790493
71717.8693517318,7.1010539297,7.6206909434,3.08,27524.9559333415,1390990.84909224
80168.9111495063,6.1585688489,7.905983992,6.23,24833.2985751472,1406437.68537389
73047.3258128978,6.4583347029,7.518636117,6.04,47053.4590637508,1703880.21991408
76186.8472178808,7.4185534229,7.4705575082,5.02,30829.9059534338,1553459.36448355
50764.673432888,6.2928788244,7.383725367,3.13,33577.0848119113,872595.09303358
72551.3697555359,5.0459324417,5.6138342741,4.48,39740.0639365101,1030324.918922
59981.1339843226,6.2365760385,6.8528020304,2.35,49620.3825684429,1194113.69374943
74521.1405217526,3.9663915665,7.7314632329,6.14,26251.8721711037,978103.619246416
77853.3161310918,4.1521526015,7.115080039,3.02,38031.0726399828,1224186.695926
71684.0954872947,5.2293719544,7.5214492108,5.17,24555.3366787621,1062877.8829939
76223.5612557834,6.3716272484,5.342217158,2.42,30165.3374452414,1023943.77512424
51654.2800974176,5.3277115121,8.7912723204,4.3,28197.6182193366,834599.939231945
60717.3982721775,4.4092091988,5.3036866655,4.11,42891.598943905,596350.350685955
69413.6133991272,3.1188016998,5.3729922955,4.39,43722.51676104,578142.470337988
78529.5276792569,7.060887682,7.6347616783,5.2,23897.1162723556,1578087.13910409
71350.7762768231,5.8025541212,8.7879650834,4.38,29207.1602877467,1285098.69079136
70250.5687540925,6.4061916907,8.1067387662,6.16,35271.3646376237,1520263.75564127
54725.2028672943,5.5719576157,7.2221527185,5.15,26993.3572433119,722115.124273698
68508.3240617075,6.5352858797,7.1515965712,6.23,25290.4099361851,1085103.00297205
66789.1618059006,5.3900356536,6.7833467056,4.47,35735.3237107219,1037033.03862142
62087.4746430203,6.1825070028,8.1350984212,6.13,43013.7964827583,1316206.2465541
77345.472378541,5.4075146286,8.2431784767,3.11,26706.9110288678,1137069.30717901
52018.1646192233,5.3122680185,7.8349255749,4.07,60742.6348651914,1248689.60118709
87916.9096240168,7.7384225138,6.9167353417,2.31,32697.8788144568,1939603.13090402
44710.1834637004,5.4091283111,8.9513444008,4.06,56584.4138049957,1048800.65127554
44048.4566879235,6.8709717933,8.2171767145,5.49,40942.5940086965,1028275.10392954
64201.5031721246,5.17468109,5.2201265318,3.42,23252.1645888995,642646.438955851
80778.5735025557,7.5793664765,6.8225028717,3.15,42462.0284111855,1812209.13661683
54407.0778496271,6.4023390971,7.4239476306,3.3,36707.9416330549,1139959.93274163
70594.1576640715,6.7274558774,6.8447122739,2.04,55601.0489373077,1673538.16868396
66357.8801699016,6.4972224103,7.0286792181,5.02,39575.9794662358,1324845.86327058
62141.6986053258,5.0605960593,6.0636804734,4.01,37463.8364758493,916717.604663817
83774.5432968638,7.7035661485,9.6520039292,4.23,37130.7968473186,2115010.70359761
39777.6069062085,5.8046272257,7.1477187421,3.16,38725.4243031614,696014.467714888
83088.0696007441,6.4597299404,8.7251386329,5.17,40564.6388133443,2021310.79185989
52588.6836452134,5.2614322523,5.0530658892,2.49,32938.3556446804,253185.701508582
57818.7994106657,6.8556225765,6.0519389635,4.37,37984.1879818465,911247.817023832
81462.8628628642,6.1140435169,7.0650282919,4.02,31484.9551076104,1573288.81760129
74584.3739169023,5.7204818005,6.4147745653,3.36,46372.7450434357,1463383.48668297
67445.138410204,6.9805945873,7.486903794,3.24,36419.170691458,1366854.24050653
61660.2722887953,6.9869384606,6.262991666,3.12,50291.3599493581,1347904.39530069
74405.372570768,5.623071765,5.546842196,2.43,28304.9238619023,913397.0868819
71074.7994072846,6.8075732569,7.2904955532,5.28,44214.4936364119,1613414.23305073
77864.5148038587,5.1199410494,6.9296864948,3.4,25200.423945204,928563.821552372
70692.3729879497,3.9094327089,7.763453654,4.36,31027.5058293002,994654.409424787
72750.5647271539,5.9041466266,7.3086640061,3.3,45134.6534236785,1434144.26087246
76483.5855091299,5.2322039929,5.4583799486,2.01,54737.9266356087,1382787.32451313
74401.6991813254,5.2644877654,5.4164102733,2.16,26015.3838377372,962591.656576703
59378.4483795545,6.9053667801,7.0850862912,3.34,43306.3504188263,1373528.55819593
84691.7703133463,6.733798591,7.6240947238,5.19,22216.7872138108,1558639.8810308
66832.3074482976,7.3749549691,5.793589812,2.08,41344.5206040243,1533815.88230216
81947.8383197255,7.4700632353,6.1229088184,2.41,43487.5771198631,1791771.28924004
68342.2596717243,6.4645075743,7.4593233505,5.27,34530.7276320926,1274983.64807314
52941.7308515648,6.0643742575,6.7187193079,4.02,54294.7662118073,1176437.91898887
81785.7126551188,4.5210739507,6.8478542157,3.17,56712.0690159078,1530172.52484218
94494.384349053,7.2404337761,6.7003157132,3.12,31307.5214969045,1825858.25507054
68177.4047725709,6.4633622712,5.6255551637,3.48,23835.2864491808,974599.958764174
65893.4477340054,4.9684788828,6.6653181152,4.1,28173.7900217635,856261.615200036
